,state,checking_amt,duration,credit_history,purpose,credit_amount,savings,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class,application_date,works_outside_US
435,Texas,1.11,12.0,'existing paid',radio/tv,1484.0,0.0,,2.0,'male mar/wid',,1.0,'real estate',25.0,none,own,1.0,skilled,1.0,yes,no,bad,07/1995,no
436,Texas,0.0,6.0,'existing paid',repairs,660.0,0.0,4<=X<7,2.0,'male mar/wid',none,4.0,'real estate',23.0,none,rent,1.0,'unskilled resident',1.0,none,yes,bad,07/1995,yes
437,Texas,0.0,24.0,'critical/other existing credit','new car',1287.0,0.0,>=7,4.0,'female div/dep/mar',none,4.0,'real estate',37.0,none,own,2.0,skilled,1.0,yes,no,good,07/1995,no
438,Virginia,-862.49,42.0,'critical/other existing credit',repairs,3394.0,96.37,unemployed,4.0,'male single','co applicant',4.0,car,65.0,none,own,2.0,'unemp/unskilled non res',1.0,none,yes,bad,07/1995,yes
439,Virginia,8529.36,12.0,'all paid',business,609.0,65.35,<1,4.0,'female div/dep/mar',none,,'real estate',26.0,none,own,1.0,'unemp/unskilled non res',1.0,none,yes,bad,07/1995,yes
440,Wisconsin,0.0,12.0,'existing paid','new car',1884.0,0.0,>=7,4.0,,none,4.0,car,39.0,none,own,1.0,'high qualif/self emp/mgmt',1.0,,yes,good,07/1995,yes
441,Arizona,-3497.13,12.0,'existing paid',furniture/equipment,,62.94,,2.0,'female div/dep/mar','co applicant',3.0,,30.0,none,own,1.0,skilled,,none,yes,bad,07/1995,yes
442,California,105.82,20.0,'delayed previously',other,2629.0,51.43,1<=X<4,2.0,,none,3.0,car,29.0,bank,own,2.0,skilled,1.0,yes,no,good,07/1995,no
443,California,0.0,12.0,'existing paid',education,719.0,0.0,>=7,4.0,'male single',none,4.0,car,41.0,bank,own,1.0,'unskilled resident',2.0,none,no,bad,07/1995,no
444,California,197.33,48.0,'critical/other existing credit',furniture/equipment,5096.0,66.53,1<=X<4,2.0,'female div/dep/mar',none,3.0,car,30.0,none,own,1.0,'high qualif/self emp/mgmt',1.0,yes,yes,bad,07/1995,yes
445,California,0.0,9.0,'critical/other existing credit',education,1244.0,0.0,>=7,4.0,'female div/dep/mar',none,4.0,'life insurance',,none,rent,2.0,'unskilled resident',1.0,none,no,good,07/1995,no
446,California,-616.99,36.0,'existing paid','new car',1842.0,39.36,<1,4.0,'female div/dep/mar',none,4.0,car,34.0,none,own,1.0,skilled,1.0,yes,yes,good,07/1995,yes
447,California,44.66,7.0,'existing paid',,2576.0,70.0,1<=X<4,2.0,,guarantor,2.0,'real estate',35.0,none,own,1.0,skilled,1.0,none,no,bad,07/1995,no
448,District of Columbia,4343.18,12.0,'existing paid',furniture/equipment,1424.0,0.0,>=7,3.0,'female div/dep/mar',none,4.0,'real estate',,none,own,1.0,'high qualif/self emp/mgmt',,,yes,good,08/1995,yes
449,Georgia,61.71,,'delayed previously',repairs,1512.0,5269.98,1<=X<4,3.0,,none,3.0,'life insurance',61.0,stores,,2.0,skilled,1.0,none,no,good,08/1995,no
450,Georgia,0.0,36.0,'critical/other existing credit','used car',11054.0,0.0,1<=X<4,,'male single',none,2.0,car,30.0,,own,1.0,'high qualif/self emp/mgmt',1.0,yes,yes,bad,08/1995,yes
451,Georgia,0.0,,'existing paid',radio/tv,518.0,0.0,1<=X<4,3.0,'female div/dep/mar',none,1.0,'real estate',29.0,none,own,1.0,skilled,1.0,none,yes,good,08/1995,yes
452,Illinois,0.0,12.0,'no credits/all paid',furniture/equipment,2759.0,0.0,>=7,2.0,'male single',none,4.0,'life insurance',34.0,none,own,2.0,skilled,1.0,none,yes,good,08/1995,yes
453,Indiana,0.0,24.0,'existing paid','used car',2670.0,0.0,>=7,4.0,'male single',none,4.0,car,35.0,,,1.0,'high qualif/self emp/mgmt',,yes,no,good,08/1995,no
454,Louisiana,-8908.17,24.0,'existing paid','new car',4817.0,50.51,4<=X<7,2.0,'male single','co applicant',3.0,'life insurance',31.0,none,own,1.0,skilled,1.0,yes,no,good,08/1995,no
455,Maryland,0.0,24.0,,'used car',2679.0,0.0,<1,4.0,,none,1.0,'no known property',29.0,none,own,1.0,'high qualif/self emp/mgmt',,yes,yes,bad,08/1995,yes
456,Michigan,-6832.38,11.0,'critical/other existing credit','new car',,0.0,1<=X<4,2.0,'male single',none,2.0,'real estate',,none,rent,2.0,skilled,2.0,none,yes,bad,08/1995,yes
457,Missouri,-6919.2,12.0,'existing paid','used car',3386.0,33.9,>=7,,'male single',none,4.0,'no known property',35.0,none,'for free',1.0,skilled,1.0,yes,no,bad,08/1995,no
458,Missouri,-4746.34,6.0,'existing paid',,343.0,39.12,<1,,,none,1.0,'real estate',27.0,none,own,1.0,skilled,1.0,,yes,good,08/1995,yes
459,Mississippi,0.0,18.0,'existing paid',radio/tv,4594.0,0.0,<1,3.0,'male single',none,2.0,car,32.0,none,own,1.0,skilled,1.0,yes,yes,bad,08/1995,yes
460,North Carolina,-2858.08,36.0,'existing paid',furniture/equipment,3620.0,9.41,1<=X<4,1.0,'male single',guarantor,2.0,'life insurance',37.0,none,own,1.0,skilled,2.0,none,yes,bad,08/1995,yes
461,New Jersey,-8901.73,15.0,'existing paid','new car',,0.0,<1,2.0,'male single',none,3.0,'real estate',36.0,none,own,,skilled,1.0,none,yes,good,08/1995,yes
462,New Jersey,113.17,12.0,'existing paid',furniture/equipment,3017.0,0.0,<1,3.0,'female div/dep/mar',none,1.0,'real estate',34.0,none,rent,1.0,'high qualif/self emp/mgmt',1.0,none,yes,good,08/1995,yes
463,Nevada,195.88,12.0,'existing paid',retraining,,0.0,>=7,4.0,'male single',none,4.0,'life insurance',38.0,none,own,2.0,skilled,1.0,none,yes,good,08/1995,yes
464,New York,0.0,18.0,'existing paid',business,1950.0,0.0,4<=X<7,4.0,'male single',none,1.0,car,34.0,stores,own,2.0,skilled,1.0,yes,no,good,08/1995,no
465,New York,-3581.55,24.0,'existing paid','used car',2924.0,25.66,1<=X<4,3.0,'male single',,4.0,'no known property',63.0,bank,,,,2.0,yes,no,bad,08/1995,no
466,Oregon,-2336.07,24.0,'delayed previously',radio/tv,1659.0,92.06,<1,4.0,'female div/dep/mar',none,2.0,car,29.0,none,rent,1.0,'unskilled resident',1.0,yes,no,bad,08/1995,no
467,Pennsylvania,0.0,48.0,'delayed previously',radio/tv,7238.0,0.0,>=7,3.0,'male single',none,3.0,car,32.0,,own,2.0,,2.0,none,yes,good,08/1995,yes
468,Tennessee,0.0,,,business,2764.0,0.0,1<=X<4,2.0,'female div/dep/mar',none,2.0,car,26.0,none,own,,skilled,1.0,yes,yes,good,08/1995,yes
469,Tennessee,0.0,24.0,,,4679.0,0.0,4<=X<7,,'male single',none,3.0,car,35.0,none,own,2.0,'unskilled resident',1.0,yes,yes,good,08/1995,yes
470,Texas,46.31,24.0,'existing paid',radio/tv,,324.97,<1,3.0,'male mar/wid',none,2.0,car,22.0,none,rent,1.0,skilled,1.0,yes,yes,good,08/1995,yes
471,Texas,-9963.11,,'existing paid',education,448.0,37.26,<1,4.0,,none,4.0,'life insurance',23.0,,own,1.0,skilled,1.0,,no,good,08/1995,no
472,Texas,0.0,,'existing paid','new car',654.0,0.0,1<=X<4,4.0,'male single',,3.0,car,28.0,none,own,1.0,'unskilled resident',1.0,none,no,good,08/1995,no
473,Texas,0.0,6.0,'existing paid',retraining,1238.0,0.0,unemployed,4.0,,none,,'life insurance',36.0,none,own,1.0,'high qualif/self emp/mgmt',2.0,yes,no,bad,08/1995,no
474,Wisconsin,0.0,18.0,'critical/other existing credit',radio/tv,1245.0,0.0,1<=X<4,4.0,'male mar/wid',none,,car,33.0,none,,1.0,skilled,1.0,none,no,good,08/1995,no
475,Arizona,-4938.47,18.0,'no credits/all paid',furniture/equipment,3114.0,28.84,<1,1.0,'female div/dep/mar',,4.0,'life insurance',26.0,none,,1.0,skilled,1.0,none,yes,bad,08/1995,yes
476,California,0.0,39.0,'existing paid','used car',2569.0,0.0,1<=X<4,4.0,'male single',none,4.0,car,,none,own,1.0,skilled,1.0,none,yes,good,08/1995,yes
477,California,1525.11,24.0,'existing paid',radio/tv,5152.0,12.95,4<=X<7,4.0,'male single',none,,car,25.0,bank,own,1.0,skilled,1.0,none,yes,bad,08/1995,yes
478,California,137.94,12.0,'existing paid',business,1037.0,446.02,4<=X<7,3.0,'male single',none,4.0,'real estate',,none,own,1.0,'unskilled resident',1.0,none,yes,good,08/1995,yes
479,California,-1277.22,15.0,'critical/other existing credit',furniture/equipment,1478.0,0.0,>=7,4.0,'male single',,4.0,car,,none,own,2.0,skilled,2.0,yes,yes,bad,09/1995,yes
480,California,28.6,12.0,,radio/tv,3573.0,0.0,1<=X<4,1.0,'female div/dep/mar',none,,'real estate',23.0,none,own,1.0,'unskilled resident',,none,yes,bad,09/1995,yes
481,Georgia,35.33,24.0,'existing paid','new car',1201.0,98.3,<1,4.0,'male single',none,1.0,'life insurance',26.0,none,,1.0,skilled,1.0,none,yes,bad,09/1995,yes
482,Illinois,-429.47,30.0,'existing paid',furniture/equipment,3622.0,3227.17,,4.0,,,4.0,,57.0,none,rent,2.0,skilled,1.0,yes,no,good,09/1995,no
483,Indiana,0.0,15.0,'delayed previously',furniture/equipment,960.0,0.0,4<=X<7,3.0,'female div/dep/mar',none,2.0,'life insurance',30.0,none,own,2.0,skilled,1.0,none,yes,bad,09/1995,yes
484,Louisiana,0.0,12.0,'critical/other existing credit','new car',1163.0,0.0,1<=X<4,4.0,'male single',,4.0,'real estate',44.0,none,own,1.0,skilled,1.0,,yes,good,09/1995,yes
485,Maryland,6.78,6.0,,'new car',1209.0,78.37,unemployed,4.0,'male single',none,4.0,'life insurance',47.0,none,own,1.0,'high qualif/self emp/mgmt',1.0,yes,no,good,09/1995,no
486,Michigan,0.0,12.0,'existing paid',,3077.0,0.0,1<=X<4,2.0,,none,4.0,car,52.0,none,own,1.0,skilled,1.0,yes,yes,good,09/1995,yes
487,Missouri,0.0,,,,3757.0,0.0,,4.0,'female div/dep/mar','co applicant',,'no known property',62.0,none,'for free',1.0,skilled,1.0,yes,no,good,09/1995,no
488,New Jersey,0.0,10.0,'existing paid',,1418.0,0.0,1<=X<4,3.0,'male single',none,,'real estate',35.0,none,rent,1.0,'unskilled resident',1.0,,yes,bad,09/1995,yes
489,New Jersey,0.0,6.0,'existing paid',,3518.0,0.0,1<=X<4,2.0,'male single',guarantor,3.0,'life insurance',26.0,none,rent,1.0,skilled,1.0,none,no,bad,09/1995,no
490,Nevada,0.0,12.0,'critical/other existing credit',radio/tv,1934.0,0.0,>=7,2.0,'male single',none,2.0,'no known property',,none,own,2.0,skilled,,none,yes,good,09/1995,yes
491,New York,156.83,,,business,8318.0,84.15,>=7,2.0,'female div/dep/mar',none,4.0,'no known property',,none,'for free',2.0,'high qualif/self emp/mgmt',1.0,yes,no,bad,09/1995,no
492,Pennsylvania,0.0,6.0,'critical/other existing credit',radio/tv,1237.0,0.0,,1.0,'female div/dep/mar',none,1.0,'life insurance',27.0,none,own,2.0,skilled,,none,no,good,09/1995,no
493,Tennessee,19.96,6.0,'existing paid',radio/tv,368.0,0.0,,4.0,,none,4.0,'life insurance',38.0,none,own,1.0,skilled,1.0,none,yes,good,09/1995,yes
494,Texas,-9227.53,12.0,'critical/other existing credit','new car',2122.0,55.13,1<=X<4,3.0,'male single',none,2.0,'real estate',,none,rent,2.0,'unskilled resident',2.0,none,no,good,09/1995,no
495,Texas,-7638.04,24.0,'existing paid',furniture/equipment,2996.0,0.0,1<=X<4,2.0,'male mar/wid',,4.0,car,20.0,none,own,1.0,skilled,1.0,none,no,bad,09/1995,no
496,Texas,180.86,,'existing paid',furniture/equipment,9034.0,242.99,<1,4.0,'male single','co applicant',1.0,'no known property',29.0,none,rent,1.0,'high qualif/self emp/mgmt',1.0,yes,yes,bad,09/1995,yes
497,Texas,0.0,24.0,'critical/other existing credit',furniture/equipment,1585.0,0.0,4<=X<7,4.0,'male single',none,,'life insurance',40.0,none,own,2.0,skilled,1.0,none,no,good,09/1995,no
498,Arizona,85.67,18.0,'existing paid',radio/tv,,14.86,>=7,4.0,'male mar/wid',guarantor,2.0,'real estate',32.0,,own,1.0,'unskilled resident',1.0,none,yes,bad,09/1995,yes
499,California,3311.7,6.0,'critical/other existing credit',,1323.0,442.18,>=7,2.0,'male div/sep',none,4.0,car,28.0,,own,2.0,skilled,2.0,yes,yes,good,09/1995,yes
500,California,-5229.05,24.0,,'new car',3123.0,17.05,,4.0,'female div/dep/mar',none,1.0,'life insurance',27.0,none,own,1.0,skilled,1.0,none,yes,good,09/1995,yes
501,California,-5239.0,36.0,'existing paid','used car',5493.0,0.0,>=7,2.0,'male single',none,4.0,'no known property',42.0,none,'for free',,skilled,2.0,none,no,good,09/1995,no
502,Georgia,6307.46,9.0,,radio/tv,,238.87,,,'male div/sep',none,4.0,,49.0,none,own,1.0,skilled,,none,no,bad,09/1995,no
503,Illinois,58.57,24.0,'critical/other existing credit',radio/tv,1216.0,354.18,<1,4.0,'male single',none,4.0,'no known property',38.0,bank,own,2.0,skilled,2.0,none,no,bad,09/1995,no
504,Indiana,-7648.53,24.0,'existing paid','new car',1207.0,35.15,,4.0,,none,4.0,'life insurance',24.0,none,rent,,skilled,1.0,none,yes,good,09/1995,yes
505,Louisiana,0.0,10.0,'existing paid','new car',1309.0,0.0,1<=X<4,4.0,'male single',guarantor,4.0,'life insurance',27.0,none,own,1.0,'unskilled resident',1.0,none,no,good,09/1995,no
506,Michigan,6026.68,15.0,'critical/other existing credit','used car',2360.0,651.95,1<=X<4,2.0,'male single',none,2.0,car,36.0,none,own,1.0,skilled,1.0,yes,no,good,09/1995,no
507,Missouri,131.74,15.0,'all paid','new car',,207.23,unemployed,1.0,'male single',none,2.0,'life insurance',34.0,,own,1.0,'high qualif/self emp/mgmt',2.0,yes,no,bad,09/1995,no
508,New Jersey,0.0,24.0,'existing paid',radio/tv,,0.0,1<=X<4,4.0,,none,2.0,'life insurance',28.0,,,1.0,,1.0,none,no,bad,09/1995,no
509,New Jersey,0.0,39.0,'existing paid',,8588.0,0.0,>=7,4.0,'male single',none,2.0,car,45.0,none,own,1.0,,1.0,yes,no,good,10/1995,no
510,Nevada,-113.48,12.0,'existing paid','new car',759.0,0.0,4<=X<7,4.0,'male single',none,2.0,'real estate',26.0,none,own,1.0,skilled,1.0,none,yes,bad,10/1995,yes
511,New York,0.0,36.0,'existing paid','used car',4686.0,0.0,1<=X<4,2.0,,none,2.0,'no known property',,none,'for free',,'high qualif/self emp/mgmt',1.0,yes,no,bad,10/1995,no
512,Pennsylvania,7770.45,15.0,'existing paid',business,2687.0,49.54,,2.0,'male single',none,4.0,'life insurance',26.0,,rent,1.0,,1.0,,yes,bad,10/1995,yes
513,Tennessee,139.31,12.0,'delayed previously',radio/tv,585.0,55.52,1<=X<4,4.0,'male mar/wid','co applicant',4.0,'real estate',20.0,none,rent,2.0,skilled,1.0,,yes,good,10/1995,yes
514,Texas,0.0,24.0,'existing paid','new car',,0.0,<1,4.0,'male single',none,1.0,'life insurance',54.0,none,own,1.0,skilled,1.0,none,yes,good,10/1995,yes
515,Texas,-1828.56,6.0,'critical/other existing credit','new car',609.0,0.0,4<=X<7,4.0,'female div/dep/mar',none,3.0,'life insurance',37.0,none,own,2.0,skilled,1.0,none,no,bad,10/1995,no
516,Texas,-8733.45,6.0,'critical/other existing credit','new car',1361.0,36.33,<1,2.0,'male single',none,4.0,'real estate',40.0,none,,1.0,'unskilled resident',2.0,none,yes,good,10/1995,yes
517,Arizona,0.0,36.0,'critical/other existing credit',furniture/equipment,7127.0,0.0,<1,2.0,'female div/dep/mar',none,4.0,'life insurance',23.0,,rent,2.0,skilled,1.0,yes,no,bad,10/1995,no
518,California,-2118.37,6.0,'existing paid','new car',1203.0,432.97,>=7,3.0,'male single',none,2.0,'life insurance',43.0,none,own,1.0,skilled,,yes,no,good,10/1995,no
519,California,0.0,6.0,'critical/other existing credit',,700.0,0.0,>=7,4.0,'male single',none,4.0,'no known property',36.0,none,'for free',2.0,skilled,1.0,none,yes,good,10/1995,yes
520,California,0.0,24.0,'critical/other existing credit',repairs,,0.0,>=7,3.0,'male single',,4.0,'no known property',44.0,none,'for free',2.0,skilled,1.0,none,yes,good,10/1995,yes
521,Georgia,-8455.84,,'existing paid',radio/tv,3190.0,45.05,,2.0,'female div/dep/mar',none,2.0,'real estate',24.0,none,own,1.0,skilled,1.0,none,yes,bad,10/1995,yes
522,Illinois,-8255.57,48.0,'no credits/all paid',furniture/equipment,7119.0,97.02,1<=X<4,3.0,'male single',none,4.0,'no known property',,none,'for free',,skilled,2.0,none,yes,good,10/1995,yes
523,Indiana,0.0,24.0,'existing paid',,3488.0,0.0,4<=X<7,3.0,'female div/dep/mar',none,4.0,car,,none,own,1.0,skilled,1.0,none,no,bad,10/1995,no
524,Louisiana,1.57,,'existing paid',radio/tv,1113.0,47.41,1<=X<4,4.0,,guarantor,4.0,'real estate',26.0,none,own,1.0,'unskilled resident',,none,yes,bad,10/1995,yes
525,Maryland,190.77,26.0,'existing paid','used car',7966.0,6.71,<1,2.0,'male single',none,3.0,,30.0,none,own,2.0,skilled,1.0,none,yes,good,10/1995,yes
526,Michigan,0.0,15.0,'critical/other existing credit',education,1532.0,0.0,1<=X<4,4.0,'female div/dep/mar',none,3.0,car,31.0,,own,1.0,,1.0,none,yes,bad,10/1995,yes
527,Missouri,0.0,4.0,'critical/other existing credit',radio/tv,1503.0,0.0,4<=X<7,2.0,'male single',none,,'real estate',42.0,none,own,2.0,,2.0,none,no,good,10/1995,no
528,New Jersey,-9898.01,36.0,'existing paid',radio/tv,2302.0,10.58,1<=X<4,4.0,'male div/sep',none,4.0,car,,none,rent,1.0,skilled,1.0,none,no,bad,10/1995,no
529,Nevada,-1149.77,6.0,'existing paid','new car',662.0,32.76,<1,3.0,'male single',none,4.0,'real estate',41.0,none,own,1.0,,2.0,yes,yes,good,10/1995,yes
530,New York,17.19,36.0,'existing paid',education,2273.0,6.47,4<=X<7,3.0,'male single',none,1.0,,32.0,none,own,2.0,skilled,2.0,none,no,good,10/1995,no
531,Pennsylvania,97.6,15.0,'existing paid','new car',2631.0,183.61,,2.0,'female div/dep/mar',none,,car,28.0,none,rent,2.0,skilled,1.0,yes,yes,bad,10/1995,yes
532,Tennessee,0.0,12.0,'delayed previously','used car',1503.0,0.0,1<=X<4,4.0,'male mar/wid',none,4.0,'real estate',41.0,none,rent,1.0,skilled,1.0,none,yes,good,10/1995,yes
533,Texas,0.0,24.0,'existing paid',radio/tv,1311.0,0.0,4<=X<7,4.0,'male mar/wid',none,3.0,'life insurance',26.0,none,own,1.0,skilled,1.0,yes,yes,good,10/1995,yes
534,Texas,0.0,24.0,'existing paid',radio/tv,3105.0,0.0,<1,4.0,'male single',none,2.0,car,25.0,none,own,2.0,skilled,1.0,none,no,bad,10/1995,no
535,Texas,6101.43,21.0,'critical/other existing credit',education,2319.0,1.47,<1,2.0,'male div/sep',none,1.0,,33.0,none,rent,1.0,skilled,1.0,none,no,bad,10/1995,no
536,Texas,-114.64,6.0,'existing paid','new car',1374.0,0.0,unemployed,,'female div/dep/mar',none,,'life insurance',75.0,,own,1.0,'high qualif/self emp/mgmt',1.0,,no,bad,10/1995,no
537,California,125.78,18.0,'critical/other existing credit',furniture/equipment,3612.0,28.3,>=7,3.0,'female div/dep/mar',none,4.0,'life insurance',,none,,1.0,skilled,1.0,yes,yes,good,10/1995,yes
538,California,-8788.57,48.0,,'new car',7763.0,30.91,>=7,4.0,'male single',none,4.0,'no known property',42.0,bank,'for free',1.0,'high qualif/self emp/mgmt',1.0,none,yes,bad,10/1995,yes
539,Georgia,2754.09,18.0,'existing paid',furniture/equipment,3049.0,30.99,<1,1.0,'female div/dep/mar',none,1.0,'life insurance',45.0,stores,own,1.0,'unskilled resident',1.0,none,yes,bad,10/1995,yes
540,Illinois,137.2,12.0,'existing paid',radio/tv,1534.0,4.99,<1,1.0,'male mar/wid',none,1.0,'real estate',23.0,none,rent,,skilled,1.0,none,no,good,11/1995,no
541,Indiana,0.0,24.0,'delayed previously','new car',2032.0,0.0,>=7,4.0,'male single',none,4.0,'no known property',60.0,none,'for free',2.0,,1.0,yes,no,good,11/1995,no
542,Louisiana,-4007.13,30.0,'existing paid',furniture/equipment,6350.0,0.0,>=7,4.0,'male single',none,4.0,'life insurance',31.0,none,own,1.0,skilled,1.0,none,no,good,11/1995,no
543,Maryland,9351.05,18.0,'existing paid',furniture/equipment,2864.0,18.37,1<=X<4,2.0,'male single',none,1.0,,34.0,none,own,1.0,'unskilled resident',2.0,none,no,bad,11/1995,no
544,Michigan,0.0,12.0,'critical/other existing credit','new car',1255.0,0.0,>=7,4.0,'male single',none,4.0,'real estate',61.0,none,own,2.0,'unskilled resident',1.0,,no,bad,11/1995,no
545,Missouri,-643.65,24.0,'delayed previously','new car',1333.0,27.22,unemployed,4.0,'male single',none,2.0,'real estate',43.0,none,'for free',2.0,skilled,2.0,none,yes,good,11/1995,yes
546,New Jersey,0.0,,'critical/other existing credit','new car',2022.0,0.0,1<=X<4,4.0,'female div/dep/mar',none,4.0,car,37.0,none,own,1.0,skilled,1.0,yes,yes,bad,11/1995,yes
547,Nevada,0.0,24.0,'existing paid',radio/tv,1552.0,0.0,4<=X<7,,'male single',,1.0,car,32.0,bank,own,1.0,skilled,2.0,none,no,bad,11/1995,no
548,New York,0.0,12.0,'all paid',radio/tv,626.0,0.0,1<=X<4,4.0,'female div/dep/mar',none,,'real estate',24.0,bank,own,1.0,'unskilled resident',1.0,none,yes,bad,11/1995,yes
549,Pennsylvania,0.0,48.0,'critical/other existing credit','used car',8858.0,0.0,4<=X<7,2.0,'male single',none,1.0,'no known property',35.0,none,'for free',2.0,,1.0,yes,no,good,11/1995,no
550,Texas,0.0,12.0,'critical/other existing credit',,996.0,0.0,4<=X<7,4.0,'female div/dep/mar',none,4.0,'real estate',23.0,none,,2.0,skilled,1.0,none,no,good,11/1995,no
551,Texas,0.0,6.0,'all paid',radio/tv,1750.0,0.0,>=7,2.0,'male single',none,4.0,'life insurance',45.0,bank,own,1.0,'unskilled resident',2.0,none,yes,good,11/1995,yes
552,Texas,-8206.97,48.0,'existing paid',radio/tv,,36.37,4<=X<7,1.0,'male mar/wid',guarantor,1.0,'real estate',,none,own,2.0,skilled,1.0,yes,yes,bad,11/1995,yes
553,California,187.52,12.0,'critical/other existing credit',,1995.0,214.45,<1,4.0,'male single',none,1.0,car,27.0,,own,1.0,skilled,1.0,none,yes,good,11/1995,yes
554,California,104.1,9.0,'existing paid',education,1199.0,90.98,4<=X<7,4.0,'female div/dep/mar',none,4.0,'life insurance',67.0,none,own,2.0,'high qualif/self emp/mgmt',1.0,yes,yes,bad,11/1995,yes
555,Illinois,32.01,12.0,,radio/tv,1331.0,3.87,<1,2.0,'male single',none,1.0,car,22.0,stores,own,1.0,skilled,1.0,none,yes,bad,11/1995,yes
556,Indiana,4.96,18.0,'no credits/all paid','new car',2278.0,245.49,,3.0,'female div/dep/mar',none,3.0,car,28.0,none,own,2.0,skilled,1.0,none,yes,good,11/1995,yes
557,Louisiana,0.0,21.0,'no credits/all paid','new car',,0.0,1<=X<4,1.0,'female div/dep/mar',none,4.0,'life insurance',29.0,bank,own,2.0,skilled,1.0,,no,good,11/1995,no
558,Maryland,-7703.31,24.0,'all paid',furniture/equipment,3552.0,34.27,4<=X<7,3.0,'male single',none,4.0,,27.0,bank,own,1.0,skilled,1.0,none,yes,good,11/1995,yes
559,Michigan,150.22,18.0,'critical/other existing credit',furniture/equipment,1928.0,98.59,<1,,'male single',none,,'real estate',31.0,none,own,2.0,'unskilled resident',1.0,none,no,good,11/1995,no
560,Missouri,-6115.25,24.0,,'used car',2964.0,0.0,>=7,4.0,'male single',none,,'no known property',49.0,bank,'for free',1.0,skilled,2.0,yes,yes,good,11/1995,yes
561,New Jersey,-565.62,24.0,,,1546.0,34.47,4<=X<7,4.0,'male single',guarantor,4.0,car,24.0,bank,rent,1.0,,1.0,none,yes,good,11/1995,yes
562,Nevada,2165.21,6.0,'delayed previously',radio/tv,683.0,76.88,<1,2.0,'female div/dep/mar',none,1.0,'life insurance',29.0,bank,own,1.0,skilled,1.0,none,no,good,11/1995,no
563,New York,16.83,36.0,'existing paid','new car',12389.0,0.0,1<=X<4,1.0,'male single',none,4.0,'no known property',37.0,none,'for free',1.0,skilled,1.0,yes,no,bad,11/1995,no
564,Pennsylvania,45.62,,'delayed previously',business,4712.0,0.0,1<=X<4,4.0,'male single',,2.0,'life insurance',37.0,,own,2.0,'high qualif/self emp/mgmt',1.0,yes,no,good,11/1995,no
565,Texas,105.1,24.0,'delayed previously',radio/tv,1553.0,427.25,4<=X<7,3.0,'female div/dep/mar',none,2.0,'life insurance',23.0,none,rent,2.0,skilled,1.0,yes,yes,good,11/1995,yes
566,Texas,-4731.97,12.0,'existing paid','new car',1372.0,73.59,,2.0,'male div/sep',,,,36.0,none,own,1.0,skilled,1.0,none,no,good,11/1995,no
567,Texas,0.0,24.0,'critical/other existing credit',radio/tv,,0.0,>=7,2.0,'male single',none,2.0,car,34.0,none,own,1.0,skilled,1.0,none,no,good,11/1995,no
568,California,141.77,48.0,'existing paid',,3979.0,0.0,4<=X<7,4.0,'male single',,1.0,car,41.0,none,own,2.0,skilled,2.0,yes,yes,good,11/1995,yes
569,Illinois,-8505.01,48.0,'existing paid',radio/tv,6758.0,79.62,1<=X<4,3.0,'female div/dep/mar',none,2.0,car,31.0,none,own,1.0,skilled,1.0,yes,no,good,11/1995,no
570,Maryland,-1076.42,,'existing paid',furniture/equipment,3234.0,32.53,,4.0,,,4.0,'real estate',23.0,none,rent,1.0,'unskilled resident',1.0,yes,no,good,12/1995,no
571,Michigan,0.0,30.0,,radio/tv,5954.0,0.0,4<=X<7,,'male single','co applicant',2.0,car,38.0,none,own,1.0,skilled,1.0,,yes,good,12/1995,yes
572,Missouri,0.0,,'existing paid','used car',5433.0,0.0,unemployed,2.0,'female div/dep/mar',none,,'life insurance',26.0,none,rent,1.0,'high qualif/self emp/mgmt',1.0,yes,no,good,12/1995,no
573,Nevada,-7798.75,,'existing paid',,806.0,56.13,1<=X<4,4.0,'female div/dep/mar',none,4.0,'life insurance',,none,,1.0,,1.0,none,no,good,12/1995,no
574,New York,34.86,9.0,'existing paid',radio/tv,1082.0,75.33,>=7,4.0,'male single',none,4.0,,,none,own,2.0,'unskilled resident',1.0,none,no,bad,12/1995,no
575,Pennsylvania,0.0,15.0,'critical/other existing credit',furniture/equipment,2788.0,0.0,4<=X<7,2.0,'female div/dep/mar','co applicant',3.0,,24.0,bank,own,2.0,skilled,1.0,none,yes,good,12/1995,yes
576,Texas,177.2,12.0,'existing paid',radio/tv,2930.0,85.34,4<=X<7,2.0,'female div/dep/mar',none,1.0,'real estate',27.0,none,own,1.0,skilled,1.0,none,no,bad,12/1995,no
577,Texas,0.0,24.0,'critical/other existing credit',education,1927.0,0.0,1<=X<4,3.0,'female div/dep/mar',none,2.0,car,33.0,none,,2.0,skilled,1.0,yes,yes,good,12/1995,yes
578,Texas,198.94,36.0,'critical/other existing credit','new car',2820.0,19.45,<1,,'male div/sep',none,,,27.0,none,own,2.0,skilled,1.0,none,yes,good,12/1995,yes
579,California,0.0,24.0,'existing paid',,937.0,0.0,<1,4.0,'male mar/wid',none,,car,,none,own,2.0,'unskilled resident',,none,no,bad,12/1995,no
580,Illinois,15.62,,'critical/other existing credit','new car',1056.0,14.8,>=7,3.0,'male single',guarantor,3.0,'real estate',30.0,bank,own,2.0,skilled,1.0,,yes,good,12/1995,yes
